region,year,material,management,tonnes
Falkirk,2019,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Landfilled,0
East Lothian,2019,"Metallic wastes, mixed ferrous and non-ferrous",Recycled,756
East Dunbartonshire,2019,Chemical wastes,Recycled,3
City of Edinburgh,2019,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Landfilled,0
Inverclyde,2019,Chemical wastes,Landfilled,0
North Ayrshire,2019,"Metallic wastes, mixed ferrous and non-ferrous",Landfilled,0
West Dunbartonshire,2019,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Landfilled,0
Fife,2019,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Landfilled,0
North Lanarkshire,2019,"Metallic wastes, mixed ferrous and non-ferrous",Recycled,1471
Midlothian,2019,Chemical wastes,Other Diversion,0
West Lothian,2019,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Other Diversion,0
Argyll and Bute,2019,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recycled,1003
Aberdeenshire,2019,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Other Diversion,0
Midlothian,2019,Chemical wastes,Recycled,7
Moray,2019,Chemical wastes,Recycled,0
East Ayrshire,2019,Chemical wastes,Other Diversion,0
North Lanarkshire,2019,Chemical wastes,Recycled,0
Aberdeenshire,2019,Chemical wastes,Landfilled,0
Renfrewshire,2019,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Other Diversion,0
North Ayrshire,2019,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recycled,890
West Dunbartonshire,2019,Batteries and accumulators wastes,Recycled,0
West Lothian,2019,"Metallic wastes, non-ferrous",Recycled,191
Scottish Borders,2019,Batteries and accumulators wastes,Recycled,30
Shetland Islands,2019,Mineral waste from construction and demolition,Recycled,0
Aberdeen City,2019,Mineral waste from construction and demolition,Other Diversion,0
Stirling,2019,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Landfilled,0
Argyll and Bute,2019,Mineral waste from construction and demolition,Other Diversion,0
Falkirk,2019,Mineral waste from construction and demolition,Other Diversion,0
West Dunbartonshire,2019,Mineral waste from construction and demolition,Other Diversion,0
Aberdeenshire,2019,Mineral waste from construction and demolition,Recycled,4988
South Ayrshire,2019,"Metallic wastes, ferrous",Recycled,417
West Dunbartonshire,2019,Batteries and accumulators wastes,Landfilled,0
Midlothian,2019,"Metallic wastes, ferrous",Landfilled,0
Falkirk,2019,Mineral waste from construction and demolition,Recycled,2879
East Dunbartonshire,2019,Mineral waste from construction and demolition,Landfilled,0
Shetland Islands,2019,Mineral waste from construction and demolition,Other Diversion,0
West Lothian,2019,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Landfilled,120
Aberdeenshire,2019,Chemical wastes,Recycled,35
East Lothian,2019,"Metallic wastes, mixed ferrous and non-ferrous",Other Diversion,0
Clackmannanshire,2019,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Recycled,492
Aberdeen City,2019,Mineral waste from construction and demolition,Recycled,3641
Perth and Kinross,2019,Mineral waste from construction and demolition,Recycled,4999
Stirling,2019,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)",Other Diversion,0
Perth and Kinross,2019,Mineral waste from construction and demolition,Landfilled,98
Aberdeen City,2019,Mineral waste from construction and demolition,Landfilled,0
East Ayrshire,2019,Vegetal wastes,Other Diversion,32
East Dunbartonshire,2019,"Metallic wastes, non-ferrous",Other Diversion,0
Dundee City,2019,Household and similar wastes,Landfilled,1309
Renfrewshire,2019,Household and similar wastes,Recycled,0
Moray,2019,"Metallic wastes, non-ferrous",Recycled,96
Perth and Kinross,2019,Household and similar wastes,Landfilled,29584
Angus,2019,Vegetal wastes,Landfilled,0
Inverclyde,2019,Vegetal wastes,Landfilled,0
East Ayrshire,2019,Vegetal wastes,Landfilled,0
Angus,2019,"Metallic wastes, non-ferrous",Other Diversion,0
Stirling,2019,Household and similar wastes,Recycled,0
Stirling,2019,Household and similar wastes,Landfilled,18885
Highland,2019,Household and similar wastes,Other Diversion,5784
Outer Hebrides,2019,Vegetal wastes,Other Diversion,1480
Aberdeenshire,2019,Household and similar wastes,Recycled,30
Falkirk,2019,Vegetal wastes,Landfilled,0
Perth and Kinross,2019,Household and similar wastes,Other Diversion,70
Scottish Borders,2019,Vegetal wastes,Landfilled,52
Dundee City,2019,Household and similar wastes,Recycled,274
Renfrewshire,2019,Vegetal wastes,Landfilled,0
Shetland Islands,2019,"Metallic wastes, non-ferrous",Other Diversion,0
Falkirk,2019,"Metallic wastes, non-ferrous",Landfilled,0
South Lanarkshire,2019,Household and similar wastes,Other Diversion,41761
Fife,2019,Household and similar wastes,Recycled,0
East Dunbartonshire,2019,Household and similar wastes,Other Diversion,13258
South Lanarkshire,2019,Household and similar wastes,Recycled,0
Dumfries and Galloway,2019,Vegetal wastes,Recycled,3068
Dumfries and Galloway,2019,Vegetal wastes,Other Diversion,4258
Argyll and Bute,2019,Household and similar wastes,Other Diversion,5643
Midlothian,2019,Vegetal wastes,Landfilled,0
Midlothian,2019,Vegetal wastes,Other Diversion,0
West Lothian,2019,Vegetal wastes,Other Diversion,2652
Orkney Islands,2019,Household and similar wastes,Landfilled,1652
West Lothian,2019,Vegetal wastes,Landfilled,179
East Lothian,2019,Household and similar wastes,Landfilled,4679
Orkney Islands,2019,"Metallic wastes, non-ferrous",Other Diversion,0
City of Edinburgh,2019,Household and similar wastes,Recycled,211
Glasgow City,2019,Household and similar wastes,Landfilled,107499
Moray,2019,"Metallic wastes, non-ferrous",Landfilled,0
Glasgow City,2019,"Metallic wastes, non-ferrous",Landfilled,0
Midlothian,2019,Vegetal wastes,Recycled,5936
Highland,2019,Vegetal wastes,Other Diversion,595
East Dunbartonshire,2019,"Metallic wastes, non-ferrous",Recycled,0
Moray,2019,Household and similar wastes,Recycled,146
Outer Hebrides,2019,Household and similar wastes,Recycled,0
Aberdeen City,2019,Vegetal wastes,Recycled,14732
Dundee City,2019,Household and similar wastes,Other Diversion,27406
Inverclyde,2019,Vegetal wastes,Recycled,3877
East Renfrewshire,2019,Vegetal wastes,Landfilled,0
North Lanarkshire,2019,Vegetal wastes,Other Diversion,54
Aberdeen City,2019,Vegetal wastes,Landfilled,0
Moray,2019,Household and similar wastes,Landfilled,19185
Aberdeen City,2019,Vegetal wastes,Other Diversion,0
Falkirk,2019,Vegetal wastes,Other Diversion,0
South Lanarkshire,2019,Household and similar wastes,Landfilled,23893
South Ayrshire,2019,Household and similar wastes,Landfilled,17104
Angus,2019,Vegetal wastes,Recycled,8530
South Ayrshire,2019,Household and similar wastes,Recycled,0
Orkney Islands,2019,Household and similar wastes,Other Diversion,4337
East Renfrewshire,2019,Vegetal wastes,Other Diversion,355
Renfrewshire,2019,Household and similar wastes,Other Diversion,0
Orkney Islands,2019,Vegetal wastes,Recycled,0
West Lothian,2019,Household and similar wastes,Recycled,45
Outer Hebrides,2019,Vegetal wastes,Landfilled,347
Glasgow City,2019,Vegetal wastes,Landfilled,0
Glasgow City,2019,Vegetal wastes,Recycled,9773
Clackmannanshire,2019,"Metallic wastes, non-ferrous",Landfilled,0
Dundee City,2019,Vegetal wastes,Other Diversion,2419
South Ayrshire,2019,Household and similar wastes,Other Diversion,3455
Argyll and Bute,2019,"Metallic wastes, non-ferrous",Other Diversion,0
East Dunbartonshire,2019,"Metallic wastes, non-ferrous",Landfilled,0
Moray,2019,Vegetal wastes,Landfilled,0
Highland,2019,Household and similar wastes,Recycled,584
City of Edinburgh,2019,Household and similar wastes,Landfilled,7426
Fife,2019,"Metallic wastes, non-ferrous",Recycled,166
Aberdeenshire,2019,Vegetal wastes,Other Diversion,0
East Dunbartonshire,2019,Household and similar wastes,Landfilled,4237
Angus,2019,Vegetal wastes,Other Diversion,0
Scottish Borders,2019,Vegetal wastes,Recycled,4551
Argyll and Bute,2019,Household and similar wastes,Landfilled,21670
Falkirk,2019,Household and similar wastes,Recycled,16
West Dunbartonshire,2019,Household and similar wastes,Recycled,70
Moray,2019,Vegetal wastes,Other Diversion,0
Shetland Islands,2019,Household and similar wastes,Recycled,0
Moray,2019,Household and similar wastes,Other Diversion,0
East Ayrshire,2019,Vegetal wastes,Recycled,7343
West Dunbartonshire,2019,Household and similar wastes,Landfilled,17976
City of Edinburgh,2019,Household and similar wastes,Other Diversion,86711
West Lothian,2019,"Metallic wastes, non-ferrous",Other Diversion,0
East Lothian,2019,Vegetal wastes,Recycled,8638
Perth and Kinross,2019,Household and similar wastes,Recycled,67
Dumfries and Galloway,2019,Vegetal wastes,Landfilled,95
Inverclyde,2019,Vegetal wastes,Other Diversion,0
Aberdeenshire,2019,Household and similar wastes,Landfilled,65627
Orkney Islands,2019,Household and similar wastes,Recycled,0
East Renfrewshire,2019,Household and similar wastes,Other Diversion,34
Shetland Islands,2019,Household and similar wastes,Landfilled,335
Stirling,2019,Household and similar wastes,Other Diversion,159
Dundee City,2019,Vegetal wastes,Landfilled,0
South Lanarkshire,2019,Vegetal wastes,Landfilled,0
Perth and Kinross,2019,Vegetal wastes,Other Diversion,0
Orkney Islands,2019,Vegetal wastes,Landfilled,0
Moray,2019,Vegetal wastes,Recycled,9516
East Renfrewshire,2019,Vegetal wastes,Recycled,9884
Argyll and Bute,2019,Household and similar wastes,Recycled,156
Aberdeenshire,2019,Vegetal wastes,Landfilled,0
Argyll and Bute,2019,"Metallic wastes, non-ferrous",Landfilled,0
Dundee City,2019,Vegetal wastes,Recycled,9374
Perth and Kinross,2019,Vegetal wastes,Recycled,16661
Dumfries and Galloway,2019,"Metallic wastes, non-ferrous",Recycled,32
East Lothian,2019,"Metallic wastes, non-ferrous",Other Diversion,0
Clackmannanshire,2019,Vegetal wastes,Landfilled,0
West Dunbartonshire,2019,Vegetal wastes,Other Diversion,0
Fife,2019,Vegetal wastes,Landfilled,4251
East Lothian,2019,Vegetal wastes,Landfilled,0
Highland,2019,Vegetal wastes,Recycled,15200
Angus,2019,Household and similar wastes,Other Diversion,15053
East Ayrshire,2019,Household and similar wastes,Other Diversion,4656
Dumfries and Galloway,2019,Household and similar wastes,Recycled,0
Shetland Islands,2019,Vegetal wastes,Other Diversion,0
East Lothian,2019,"Metallic wastes, non-ferrous",Recycled,199
Argyll and Bute,2019,Vegetal wastes,Landfilled,0
Shetland Islands,2019,Vegetal wastes,Recycled,0
East Renfrewshire,2019,Household and similar wastes,Landfilled,12155
Angus,2019,Household and similar wastes,Recycled,169
Dumfries and Galloway,2019,Household and similar wastes,Landfilled,15620
North Ayrshire,2019,Vegetal wastes,Landfilled,0
Fife,2019,Vegetal wastes,Other Diversion,0
South Ayrshire,2019,Vegetal wastes,Other Diversion,1646
Inverclyde,2019,Household and similar wastes,Other Diversion,1404
Clackmannanshire,2019,Vegetal wastes,Recycled,3333
North Lanarkshire,2019,Household and similar wastes,Recycled,8
Clackmannanshire,2019,"Metallic wastes, non-ferrous",Other Diversion,0
South Ayrshire,2019,Vegetal wastes,Recycled,8831
South Ayrshire,2019,Vegetal wastes,Landfilled,0
Clackmannanshire,2019,Household and similar wastes,Other Diversion,6
East Renfrewshire,2019,Household and similar wastes,Recycled,0
West Lothian,2019,Vegetal wastes,Recycled,11189
Shetland Islands,2019,Household and similar wastes,Other Diversion,5959
Scottish Borders,2019,"Metallic wastes, non-ferrous",Landfilled,0
North Ayrshire,2019,Vegetal wastes,Other Diversion,0
East Renfrewshire,2019,"Metallic wastes, non-ferrous",Other Diversion,0
Argyll and Bute,2019,"Metallic wastes, non-ferrous",Recycled,146
North Lanarkshire,2019,Household and similar wastes,Landfilled,24429
Clackmannanshire,2019,Household and similar wastes,Recycled,0
South Ayrshire,2019,"Metallic wastes, non-ferrous",Other Diversion,0
Aberdeen City,2019,Household and similar wastes,Other Diversion,25650
Scottish Borders,2019,Household and similar wastes,Landfilled,14985
South Lanarkshire,2019,Vegetal wastes,Other Diversion,0
Outer Hebrides,2019,Household and similar wastes,Landfilled,8536
Orkney Islands,2019,Vegetal wastes,Other Diversion,816
Glasgow City,2019,Vegetal wastes,Other Diversion,15961
Clackmannanshire,2019,Vegetal wastes,Other Diversion,0
South Ayrshire,2019,"Metallic wastes, non-ferrous",Landfilled,0
North Ayrshire,2019,Vegetal wastes,Recycled,8908
Falkirk,2019,Household and similar wastes,Other Diversion,2206
Renfrewshire,2019,Household and similar wastes,Landfilled,4466
Scottish Borders,2019,"Metallic wastes, non-ferrous",Recycled,165
East Lothian,2019,Household and similar wastes,Recycled,270
Dumfries and Galloway,2019,"Metallic wastes, non-ferrous",Other Diversion,0
West Dunbartonshire,2019,Vegetal wastes,Recycled,4465
Clackmannanshire,2019,"Metallic wastes, non-ferrous",Recycled,34
North Ayrshire,2019,Household and similar wastes,Other Diversion,3380
Midlothian,2019,Household and similar wastes,Recycled,7
Dundee City,2019,"Metallic wastes, non-ferrous",Recycled,119
Midlothian,2019,Household and similar wastes,Other Diversion,14429
East Lothian,2019,Vegetal wastes,Other Diversion,0
Aberdeen City,2019,Household and similar wastes,Landfilled,9395
Clackmannanshire,2019,Household and similar wastes,Landfilled,10932
Inverclyde,2019,Household and similar wastes,Landfilled,10416
Highland,2019,Vegetal wastes,Landfilled,0
North Ayrshire,2019,"Metallic wastes, non-ferrous",Landfilled,0
North Lanarkshire,2019,Household and similar wastes,Other Diversion,43654
Midlothian,2019,Household and similar wastes,Landfilled,280
North Lanarkshire,2019,Vegetal wastes,Recycled,18919
North Lanarkshire,2019,Vegetal wastes,Landfilled,115
Dundee City,2019,"Metallic wastes, non-ferrous",Landfilled,0
Aberdeen City,2019,Household and similar wastes,Recycled,178
Renfrewshire,2019,Vegetal wastes,Other Diversion,0
Inverclyde,2019,Household and similar wastes,Recycled,0
Outer Hebrides,2019,Household and similar wastes,Other Diversion,35
Renfrewshire,2019,Vegetal wastes,Recycled,11016
East Ayrshire,2019,Household and similar wastes,Landfilled,20254
Glasgow City,2019,"Metallic wastes, non-ferrous",Other Diversion,0
East Dunbartonshire,2019,Vegetal wastes,Landfilled,0
Falkirk,2019,Vegetal wastes,Recycled,10960
South Ayrshire,2019,"Metallic wastes, non-ferrous",Recycled,130
West Dunbartonshire,2019,Household and similar wastes,Other Diversion,3138
East Lothian,2019,Household and similar wastes,Other Diversion,13686
Dumfries and Galloway,2019,Household and similar wastes,Other Diversion,29791
West Lothian,2019,Household and similar wastes,Landfilled,6687
