region,year,material,tonnes
Unknown,2015,Sludges and liquid wastes from waste treatment,0
Argyll and Bute,2015,Sludges and liquid wastes from waste treatment,0
Angus,2015,Sludges and liquid wastes from waste treatment,0
Dumfries and Galloway,2015,Sludges and liquid wastes from waste treatment,0
Shetland Islands,2015,Sludges and liquid wastes from waste treatment,0
Stirling,2015,Sludges and liquid wastes from waste treatment,0
South Lanarkshire,2015,Sludges and liquid wastes from waste treatment,0
Perth and Kinross,2015,Sludges and liquid wastes from waste treatment,0
East Ayrshire,2015,Sludges and liquid wastes from waste treatment,0
Outer Hebrides,2015,Sludges and liquid wastes from waste treatment,123
Inverclyde,2015,Sludges and liquid wastes from waste treatment,0
Highland,2015,Sludges and liquid wastes from waste treatment,0
Midlothian,2015,Sludges and liquid wastes from waste treatment,0
Aberdeen City,2015,Sludges and liquid wastes from waste treatment,0
Scottish Borders,2015,Sludges and liquid wastes from waste treatment,0
West Dunbartonshire,2015,Sludges and liquid wastes from waste treatment,0
Clackmannanshire,2015,Sludges and liquid wastes from waste treatment,0
Moray,2015,Sludges and liquid wastes from waste treatment,0
West Lothian,2015,Sludges and liquid wastes from waste treatment,0
Dundee City,2015,Sludges and liquid wastes from waste treatment,0
Falkirk,2015,Health care and biological wastes,108
South Ayrshire,2015,Health care and biological wastes,8
Aberdeenshire,2015,Health care and biological wastes,449
Renfrewshire,2015,Health care and biological wastes,38
Orkney Islands,2015,Health care and biological wastes,37
East Renfrewshire,2015,Health care and biological wastes,33
Fife,2015,Health care and biological wastes,205
City of Edinburgh,2015,Health care and biological wastes,412
East Dunbartonshire,2015,Health care and biological wastes,158
North Ayrshire,2015,Health care and biological wastes,377
Offshore,2015,Health care and biological wastes,5
Glasgow City,2015,Health care and biological wastes,838
North Lanarkshire,2015,Health care and biological wastes,16446
East Lothian,2015,Health care and biological wastes,430
Unknown,2015,Health care and biological wastes,0
Argyll and Bute,2015,Health care and biological wastes,13
Angus,2015,Health care and biological wastes,163
Dumfries and Galloway,2015,Health care and biological wastes,46
Shetland Islands,2015,Health care and biological wastes,22
Stirling,2015,Health care and biological wastes,7
South Lanarkshire,2015,Health care and biological wastes,493
Perth and Kinross,2015,Health care and biological wastes,376
East Ayrshire,2015,Health care and biological wastes,24
Outer Hebrides,2015,Health care and biological wastes,18
Inverclyde,2015,Health care and biological wastes,43
Highland,2015,Health care and biological wastes,78
Midlothian,2015,Health care and biological wastes,487
Aberdeen City,2015,Health care and biological wastes,1754
Scottish Borders,2015,Health care and biological wastes,381
West Dunbartonshire,2015,Health care and biological wastes,1
Clackmannanshire,2015,Health care and biological wastes,21
Moray,2015,Health care and biological wastes,0
West Lothian,2015,Health care and biological wastes,1006
Dundee City,2015,Health care and biological wastes,4817
Falkirk,2015,"Metallic wastes, ferrous",0
South Ayrshire,2015,"Metallic wastes, ferrous",6819
Aberdeenshire,2015,"Metallic wastes, ferrous",39
Renfrewshire,2015,"Metallic wastes, ferrous",20
Orkney Islands,2015,"Metallic wastes, ferrous",0
East Renfrewshire,2015,"Metallic wastes, ferrous",0
Fife,2015,"Metallic wastes, ferrous",70635
City of Edinburgh,2015,"Metallic wastes, ferrous",9244
East Dunbartonshire,2015,"Metallic wastes, ferrous",0
North Ayrshire,2015,"Metallic wastes, ferrous",397
Offshore,2015,"Metallic wastes, ferrous",32
Glasgow City,2015,"Metallic wastes, ferrous",51556
North Lanarkshire,2015,"Metallic wastes, ferrous",5314
East Lothian,2015,"Metallic wastes, ferrous",0
Unknown,2015,"Metallic wastes, ferrous",0
Argyll and Bute,2015,"Metallic wastes, ferrous",0
Angus,2015,"Metallic wastes, ferrous",4
Dumfries and Galloway,2015,"Metallic wastes, ferrous",1116
Shetland Islands,2015,"Metallic wastes, ferrous",1028
Stirling,2015,"Metallic wastes, ferrous",7537
South Lanarkshire,2015,"Metallic wastes, ferrous",2
Perth and Kinross,2015,"Metallic wastes, ferrous",37
East Ayrshire,2015,"Metallic wastes, ferrous",203
Outer Hebrides,2015,"Metallic wastes, ferrous",106
Inverclyde,2015,"Metallic wastes, ferrous",0
Highland,2015,"Metallic wastes, ferrous",1006
Midlothian,2015,"Metallic wastes, ferrous",0
Aberdeen City,2015,"Metallic wastes, ferrous",3170
Scottish Borders,2015,"Metallic wastes, ferrous",2937
West Dunbartonshire,2015,"Metallic wastes, ferrous",17
Clackmannanshire,2015,"Metallic wastes, ferrous",0
Moray,2015,"Metallic wastes, ferrous",0
West Lothian,2015,"Metallic wastes, ferrous",6474
Dundee City,2015,"Metallic wastes, ferrous",283
Falkirk,2015,"Metallic wastes, non-ferrous",7
South Ayrshire,2015,"Metallic wastes, non-ferrous",4
Aberdeenshire,2015,"Metallic wastes, non-ferrous",7
Renfrewshire,2015,"Metallic wastes, non-ferrous",126
Orkney Islands,2015,"Metallic wastes, non-ferrous",0
East Renfrewshire,2015,"Metallic wastes, non-ferrous",0
Fife,2015,"Metallic wastes, non-ferrous",818
City of Edinburgh,2015,"Metallic wastes, non-ferrous",1648
East Dunbartonshire,2015,"Metallic wastes, non-ferrous",0
North Ayrshire,2015,"Metallic wastes, non-ferrous",157
Offshore,2015,"Metallic wastes, non-ferrous",64
Glasgow City,2015,"Metallic wastes, non-ferrous",10457
North Lanarkshire,2015,"Metallic wastes, non-ferrous",1143
East Lothian,2015,"Metallic wastes, non-ferrous",0
Unknown,2015,"Metallic wastes, non-ferrous",0
Argyll and Bute,2015,"Metallic wastes, non-ferrous",0
Angus,2015,"Metallic wastes, non-ferrous",8
Dumfries and Galloway,2015,"Metallic wastes, non-ferrous",76
Shetland Islands,2015,"Metallic wastes, non-ferrous",258
Stirling,2015,"Metallic wastes, non-ferrous",550
South Lanarkshire,2015,"Metallic wastes, non-ferrous",181
Perth and Kinross,2015,"Metallic wastes, non-ferrous",122
East Ayrshire,2015,"Metallic wastes, non-ferrous",59
Outer Hebrides,2015,"Metallic wastes, non-ferrous",20
Inverclyde,2015,"Metallic wastes, non-ferrous",1
Highland,2015,"Metallic wastes, non-ferrous",99
Midlothian,2015,"Metallic wastes, non-ferrous",19
Aberdeen City,2015,"Metallic wastes, non-ferrous",740
Scottish Borders,2015,"Metallic wastes, non-ferrous",0
West Dunbartonshire,2015,"Metallic wastes, non-ferrous",4
Clackmannanshire,2015,"Metallic wastes, non-ferrous",0
Moray,2015,"Metallic wastes, non-ferrous",0
West Lothian,2015,"Metallic wastes, non-ferrous",884
Dundee City,2015,"Metallic wastes, non-ferrous",30
Falkirk,2015,"Metallic wastes, mixed ferrous and non-ferrous",253
South Ayrshire,2015,"Metallic wastes, mixed ferrous and non-ferrous",2433
Aberdeenshire,2015,"Metallic wastes, mixed ferrous and non-ferrous",1396
Renfrewshire,2015,"Metallic wastes, mixed ferrous and non-ferrous",14839
Orkney Islands,2015,"Metallic wastes, mixed ferrous and non-ferrous",1368
East Renfrewshire,2015,"Metallic wastes, mixed ferrous and non-ferrous",27
Fife,2015,"Metallic wastes, mixed ferrous and non-ferrous",4671
City of Edinburgh,2015,"Metallic wastes, mixed ferrous and non-ferrous",322
East Dunbartonshire,2015,"Metallic wastes, mixed ferrous and non-ferrous",1
North Ayrshire,2015,"Metallic wastes, mixed ferrous and non-ferrous",24
Offshore,2015,"Metallic wastes, mixed ferrous and non-ferrous",1932
Glasgow City,2015,"Metallic wastes, mixed ferrous and non-ferrous",5226
North Lanarkshire,2015,"Metallic wastes, mixed ferrous and non-ferrous",26645
East Lothian,2015,"Metallic wastes, mixed ferrous and non-ferrous",776
Unknown,2015,"Metallic wastes, mixed ferrous and non-ferrous",0
Argyll and Bute,2015,"Metallic wastes, mixed ferrous and non-ferrous",176
Angus,2015,"Metallic wastes, mixed ferrous and non-ferrous",670
Dumfries and Galloway,2015,"Metallic wastes, mixed ferrous and non-ferrous",2774
Shetland Islands,2015,"Metallic wastes, mixed ferrous and non-ferrous",409
Stirling,2015,"Metallic wastes, mixed ferrous and non-ferrous",67
South Lanarkshire,2015,"Metallic wastes, mixed ferrous and non-ferrous",606
Perth and Kinross,2015,"Metallic wastes, mixed ferrous and non-ferrous",69
East Ayrshire,2015,"Metallic wastes, mixed ferrous and non-ferrous",652
Outer Hebrides,2015,"Metallic wastes, mixed ferrous and non-ferrous",232
Inverclyde,2015,"Metallic wastes, mixed ferrous and non-ferrous",98
Highland,2015,"Metallic wastes, mixed ferrous and non-ferrous",2010
Midlothian,2015,"Metallic wastes, mixed ferrous and non-ferrous",58
Aberdeen City,2015,"Metallic wastes, mixed ferrous and non-ferrous",73859
Scottish Borders,2015,"Metallic wastes, mixed ferrous and non-ferrous",242
West Dunbartonshire,2015,"Metallic wastes, mixed ferrous and non-ferrous",357
Clackmannanshire,2015,"Metallic wastes, mixed ferrous and non-ferrous",163
Moray,2015,"Metallic wastes, mixed ferrous and non-ferrous",102
West Lothian,2015,"Metallic wastes, mixed ferrous and non-ferrous",472
Dundee City,2015,"Metallic wastes, mixed ferrous and non-ferrous",1106
Falkirk,2015,Glass wastes,1815
South Ayrshire,2015,Glass wastes,11
Aberdeenshire,2015,Glass wastes,156
Renfrewshire,2015,Glass wastes,2003
Orkney Islands,2015,Glass wastes,205
East Renfrewshire,2015,Glass wastes,1089
Fife,2015,Glass wastes,3351
City of Edinburgh,2015,Glass wastes,2226
East Dunbartonshire,2015,Glass wastes,245
North Ayrshire,2015,Glass wastes,1265
Offshore,2015,Glass wastes,31
Glasgow City,2015,Glass wastes,8446
North Lanarkshire,2015,Glass wastes,5065
East Lothian,2015,Glass wastes,1906
Unknown,2015,Glass wastes,0
Argyll and Bute,2015,Glass wastes,285
Angus,2015,Glass wastes,38
Dumfries and Galloway,2015,Glass wastes,1111
Shetland Islands,2015,Glass wastes,37
Stirling,2015,Glass wastes,1632
South Lanarkshire,2015,Glass wastes,3676
Perth and Kinross,2015,Glass wastes,2737
East Ayrshire,2015,Glass wastes,0
Outer Hebrides,2015,Glass wastes,186
Inverclyde,2015,Glass wastes,115
Highland,2015,Glass wastes,735
Midlothian,2015,Glass wastes,11023
Aberdeen City,2015,Glass wastes,128
Scottish Borders,2015,Glass wastes,366
West Dunbartonshire,2015,Glass wastes,0
Clackmannanshire,2015,Glass wastes,8758
Moray,2015,Glass wastes,430
West Lothian,2015,Glass wastes,400
Dundee City,2015,Glass wastes,1314
Falkirk,2015,Paper and cardboard wastes,391
South Ayrshire,2015,Paper and cardboard wastes,16
Aberdeenshire,2015,Paper and cardboard wastes,1191
Renfrewshire,2015,Paper and cardboard wastes,87
Orkney Islands,2015,Paper and cardboard wastes,575
East Renfrewshire,2015,Paper and cardboard wastes,19
Fife,2015,Paper and cardboard wastes,2358
City of Edinburgh,2015,Paper and cardboard wastes,1265
East Dunbartonshire,2015,Paper and cardboard wastes,1333
North Ayrshire,2015,Paper and cardboard wastes,1793
Offshore,2015,Paper and cardboard wastes,388
Glasgow City,2015,Paper and cardboard wastes,9481
North Lanarkshire,2015,Paper and cardboard wastes,710
East Lothian,2015,Paper and cardboard wastes,1291
Unknown,2015,Paper and cardboard wastes,0
Argyll and Bute,2015,Paper and cardboard wastes,162
Angus,2015,Paper and cardboard wastes,180
Dumfries and Galloway,2015,Paper and cardboard wastes,890
Shetland Islands,2015,Paper and cardboard wastes,3
Stirling,2015,Paper and cardboard wastes,166
South Lanarkshire,2015,Paper and cardboard wastes,516
Perth and Kinross,2015,Paper and cardboard wastes,1561
East Ayrshire,2015,Paper and cardboard wastes,4
Outer Hebrides,2015,Paper and cardboard wastes,116
Inverclyde,2015,Paper and cardboard wastes,38
Highland,2015,Paper and cardboard wastes,833
Midlothian,2015,Paper and cardboard wastes,113
Aberdeen City,2015,Paper and cardboard wastes,6969
Scottish Borders,2015,Paper and cardboard wastes,800
West Dunbartonshire,2015,Paper and cardboard wastes,15
Clackmannanshire,2015,Paper and cardboard wastes,15
Moray,2015,Paper and cardboard wastes,1347
West Lothian,2015,Paper and cardboard wastes,701
Dundee City,2015,Paper and cardboard wastes,286
Falkirk,2015,Rubber wastes,77
South Ayrshire,2015,Rubber wastes,0
Aberdeenshire,2015,Rubber wastes,157
Renfrewshire,2015,Rubber wastes,117
Orkney Islands,2015,Rubber wastes,23
East Renfrewshire,2015,Rubber wastes,0
Fife,2015,Rubber wastes,900
City of Edinburgh,2015,Rubber wastes,286
East Dunbartonshire,2015,Rubber wastes,11
North Ayrshire,2015,Rubber wastes,457
Offshore,2015,Rubber wastes,1
Glasgow City,2015,Rubber wastes,2471
North Lanarkshire,2015,Rubber wastes,290
East Lothian,2015,Rubber wastes,4410
Unknown,2015,Rubber wastes,20000
Argyll and Bute,2015,Rubber wastes,10
Angus,2015,Rubber wastes,0
Dumfries and Galloway,2015,Rubber wastes,23
Shetland Islands,2015,Rubber wastes,43
Stirling,2015,Rubber wastes,13
South Lanarkshire,2015,Rubber wastes,87
Perth and Kinross,2015,Rubber wastes,1
East Ayrshire,2015,Rubber wastes,37
Outer Hebrides,2015,Rubber wastes,42
Inverclyde,2015,Rubber wastes,5
Highland,2015,Rubber wastes,146
Midlothian,2015,Rubber wastes,8
Aberdeen City,2015,Rubber wastes,31
Scottish Borders,2015,Rubber wastes,0
West Dunbartonshire,2015,Rubber wastes,88
Clackmannanshire,2015,Rubber wastes,6
Moray,2015,Rubber wastes,7
West Lothian,2015,Rubber wastes,180
Dundee City,2015,Rubber wastes,6
Falkirk,2015,Plastic wastes,570
South Ayrshire,2015,Plastic wastes,2
Aberdeenshire,2015,Plastic wastes,238
Renfrewshire,2015,Plastic wastes,381
Orkney Islands,2015,Plastic wastes,88
East Renfrewshire,2015,Plastic wastes,7
Fife,2015,Plastic wastes,1886
City of Edinburgh,2015,Plastic wastes,380
East Dunbartonshire,2015,Plastic wastes,12
North Ayrshire,2015,Plastic wastes,1757
Offshore,2015,Plastic wastes,180
Glasgow City,2015,Plastic wastes,323
North Lanarkshire,2015,Plastic wastes,62
East Lothian,2015,Plastic wastes,409
Unknown,2015,Plastic wastes,13257
Argyll and Bute,2015,Plastic wastes,3
Angus,2015,Plastic wastes,30
Dumfries and Galloway,2015,Plastic wastes,2981
Shetland Islands,2015,Plastic wastes,72
Stirling,2015,Plastic wastes,28
South Lanarkshire,2015,Plastic wastes,25
Perth and Kinross,2015,Plastic wastes,2598
East Ayrshire,2015,Plastic wastes,5
Outer Hebrides,2015,Plastic wastes,31
Inverclyde,2015,Plastic wastes,34
Highland,2015,Plastic wastes,387
Midlothian,2015,Plastic wastes,20
Aberdeen City,2015,Plastic wastes,1432
Scottish Borders,2015,Plastic wastes,504
West Dunbartonshire,2015,Plastic wastes,0
Clackmannanshire,2015,Plastic wastes,5
Moray,2015,Plastic wastes,88
West Lothian,2015,Plastic wastes,82
Dundee City,2015,Plastic wastes,17
Falkirk,2015,Wood wastes,38179
South Ayrshire,2015,Wood wastes,125
Aberdeenshire,2015,Wood wastes,8295
Renfrewshire,2015,Wood wastes,92
Orkney Islands,2015,Wood wastes,3
East Renfrewshire,2015,Wood wastes,118
Fife,2015,Wood wastes,9632
City of Edinburgh,2015,Wood wastes,1368
East Dunbartonshire,2015,Wood wastes,788
North Ayrshire,2015,Wood wastes,11140
Offshore,2015,Wood wastes,1054
Glasgow City,2015,Wood wastes,6476
North Lanarkshire,2015,Wood wastes,3878
East Lothian,2015,Wood wastes,4537
Unknown,2015,Wood wastes,0
Argyll and Bute,2015,Wood wastes,1028
Angus,2015,Wood wastes,5346
Dumfries and Galloway,2015,Wood wastes,429
Shetland Islands,2015,Wood wastes,264
Stirling,2015,Wood wastes,617
South Lanarkshire,2015,Wood wastes,1890
Perth and Kinross,2015,Wood wastes,1455
East Ayrshire,2015,Wood wastes,350
Outer Hebrides,2015,Wood wastes,208
Inverclyde,2015,Wood wastes,486
Highland,2015,Wood wastes,1199
Midlothian,2015,Wood wastes,3278
Aberdeen City,2015,Wood wastes,8818
Scottish Borders,2015,Wood wastes,436
West Dunbartonshire,2015,Wood wastes,299
Clackmannanshire,2015,Wood wastes,1281
Moray,2015,Wood wastes,313
West Lothian,2015,Wood wastes,7827
Dundee City,2015,Wood wastes,5205
Falkirk,2015,Textile wastes,239
South Ayrshire,2015,Textile wastes,0
Aberdeenshire,2015,Textile wastes,11
Renfrewshire,2015,Textile wastes,17395
Orkney Islands,2015,Textile wastes,0
East Renfrewshire,2015,Textile wastes,0
Fife,2015,Textile wastes,39
City of Edinburgh,2015,Textile wastes,4
East Dunbartonshire,2015,Textile wastes,0
North Ayrshire,2015,Textile wastes,1
Offshore,2015,Textile wastes,0
Glasgow City,2015,Textile wastes,0
